
1,18.0,18.0,0.9802488370741848
2,500.0,259.0,0.9705946998406202
3,360.0,292.6666666666667,0.961036622877538
4,441.0,329.75,0.9515736503692767
5,368.0,337.4,0.9422048360106997
6,164.0,308.5,0.9329292429125637
7,4.0,265.0,0.9237459435078293
8,695.0,318.75,0.914654019458903
9,0.0,283.3333333333333,0.9056525615658036
10,491.0,304.1,0.8967406696752404
11,0.0,276.45454545454544,0.8879174525905976
12,0.0,253.41666666666666,0.8791820279828143
13,355.0,261.2307692307692,0.8705335223021501
14,512.0,279.14285714285717,0.8619710706908298
15,513.0,294.73333333333335,0.8534938168965567
16,513.0,308.375,0.8451009131868871
17,513.0,320.4117647058824,0.836791520264456
18,513.0,331.1111111111111,0.8285648071830466
19,38.0,315.6842105263158,0.8204199512644951
20,0.0,299.9,0.8123561380164221
21,795.0,338.75,0.8043725610507834
22,640.0,345.75,0.7964684220032289
23,640.0,359.75,0.7886429304532674
24,640.0,369.7,0.7808953038452224
25,641.0,383.35,0.7732247674099768
26,641.0,407.2,0.7656305540874949
27,513.0,432.65,0.7581119044501161
28,872.0,441.5,0.7506680666266109
29,996.0,491.3,0.743298296226994
30,641.0,498.8,0.7360018562680836
31,513.0,524.45,0.7287780170998035
32,513.0,550.1,0.7216260563322171
33,352.0,549.95,0.7145452587632877
34,640.0,556.35,0.7075349163073574
35,1001.0,580.75,0.7005943279243392
36,640.0,587.1,0.6937227995496104
37,514.0,587.15,0.6869196440246076
38,513.0,587.15,0.6801841810281087
39,641.0,617.3,0.6735157370082013
40,640.0,649.3,0.6669136451149266
41,641.0,641.6,0.660377245133593
42,640.0,641.6,0.6539058834187557
43,1193.0,669.25,0.6474989128288502
44,513.0,662.9,0.6411556926614785
45,1444.0,703.05,0.6348755885893379
46,1097.0,725.85,0.6286579725967875
47,803.0,740.35,0.6225022229170467
48,512.0,722.35,0.616407723970018
49,1233.0,734.2,0.6103738663007278
50,239.0,714.1,0.6044000465183808
51,640.0,720.45,0.5984856672360206
52,798.0,734.7,0.5926301370107905
53,641.0,749.15,0.586832870284788
54,641.0,749.2,0.5810932873265099
55,822.0,740.25,0.5754108141728769
56,640.0,740.25,0.5697848825718386
57,640.0,746.55,0.5642149299255463
58,1251.0,783.45,0.558700399234094
59,640.0,783.4,0.553240739039817
60,847.0,793.75,0.547835403372146
61,0.0,761.7,0.5424838516930098
62,57.0,732.55,0.537185548842781
63,693.0,707.55,0.5319399649867592
64,30.0,683.4,0.5267465755621876
65,824.0,652.4,0.5216048612257957
66,802.0,637.65,0.5165143078018652
67,814.0,638.2,0.5114744062308116
68,1989.0,712.05,0.5064846525182777
69,816.0,691.2,0.5015445476847344
70,640.0,711.25,0.4966535977155813
71,969.0,727.7,0.4918113135117458
72,641.0,719.85,0.48701721084077226
73,1471.0,761.35,0.4822708102883984
74,639.0,761.25,0.4775716372106137
75,1941.0,817.2,0.4729192216861944
76,1208.0,845.6,0.46831309846971103
77,1335.0,880.35,0.46375280694500354
78,640.0,849.8,0.45923789107911905
79,639.0,849.75,0.4547678993767087
80,1250.0,869.9,0.45034238483487715
81,814.0,910.6,0.4459609048984823
82,1646.0,990.05,0.44162302141587934
83,1372.0,1024.0,0.4373283005951049
84,1386.0,1091.8,0.43307631296049814
85,641.0,1082.65,0.42886663330975217
86,2282.0,1156.65,0.42469884067139385
87,2175.0,1224.7,0.4205725182626862
88,2233.0,1236.9,0.41648725344794973
89,1840.0,1288.1,0.4124426376972986
90,1082.0,1310.2,0.40843826654578713
91,1704.0,1346.95,0.40447373955296323
92,640.0,1346.9,0.4005486602628239
93,186.0,1282.65,0.3966626361641691
94,1724.0,1336.9,0.39281527865135074
95,1474.0,1313.55,0.3890062029854112
96,2117.0,1359.0,0.38523502825560985
97,625.0,1323.5,0.3815013773413308
98,641.0,1323.55,0.3778048768743716
99,1802.0,1381.7,0.3741451572016048
100,814.0,1359.9,0.3705218523480135
101,1899.0,1414.15,0.36693459998009287
102,2330.0,1448.35,0.36338304136961674
103,1531.0,1456.3,0.35986682135776443
104,1065.0,1440.25,0.35638558831960454
105,506.0,1433.5,0.3529389941289322
106,512.0,1345.0,0.34952669412345627
107,513.0,1261.9,0.3461483470703325
108,512.0,1175.85,0.34280361513204033
109,791.0,1123.4,0.33949216383259867
110,784.0,1108.5,0.33621366202411795
111,1530.0,1099.8,0.3329677818536853
112,641.0,1099.85,0.32975419873057865
113,882.0,1134.65,0.3265725912938079
114,825.0,1089.7,0.3234226413799779
115,2222.0,1127.1,0.3203040339914722
116,815.0,1062.0,0.31721645726495323
117,1730.0,1117.25,0.3141596024401753
118,1585.0,1164.45,0.3111331638291086
119,1906.0,1169.65,0.30813683878537
120,2244.0,1241.15,0.3051703276739581
121,1380.0,1215.2,0.30223333384128964
122,1750.0,1186.2,0.2993255635855339
123,2125.0,1215.9,0.2964467261272422
124,1772.0,1251.25,0.2935965335802696
125,1778.0,1314.85,0.2907747009229863
126,1655.0,1372.0,0.28798094596977497
127,2698.0,1481.25,0.2852149893428122
128,2095.0,1560.4,0.2824765544441303
129,1759.0,1608.8,0.27976536742795727
130,1835.0,1661.35,0.27708115717333237
131,1982.0,1683.95,0.2744236552569931
132,1888.0,1746.3,0.2717925959265333
133,2628.0,1833.6,0.26918771607382747
134,1700.0,1877.35,0.26660875520871946
135,1508.0,1841.65,0.2640554554329737
136,2402.0,1921.0,0.26152756141448474
137,1605.0,1914.75,0.25902482036174423
138,2053.0,1938.15,0.25654698199856135
139,1861.0,1935.9,0.25409379853903485
140,2680.0,1957.7,0.25166502466277435
141,1512.0,1964.3,0.24926041749036837
142,2020.0,1977.8,0.24687973655909573
143,939.0,1918.5,0.24452274379887948
144,2033.0,1931.55,0.24218920350847933
145,2200.0,1952.65,0.2398788823319217
146,1363.0,1938.05,0.23759154923516365
147,1362.0,1871.25,0.23532697548298936
148,2197.0,1876.35,0.2330849346161365
149,1531.0,1864.95,0.23086520242864994
150,1792.0,1862.8,0.22866755694546123
151,3185.0,1922.95,0.22649177840019064
